Product type,Product,Revenue,Quantity,Gross margin
Eyewear,Cat Eye,99058.3,3515,0.33401411
Eyewear,Dante,37427.95,811,0.3562482
Eyewear,Fairway,40523.75,1907,0.41647059
Eyewear,Inferno,118310.75,1763,0.44290768
Eyewear,Maximus,20743.75,238,0.49913203
Eyewear,Trendi,50996.2,1004,0.38444825
Eyewear,Zone,28945.85,847,0.32996302
Eyewear,Hawk Eye,98373.25,2298,0.42079549
Eyewear,Retro,107319.45,1713,0.46384677
Knives,Max Gizmo,30829.8,761,0.55981972
Knives,Pocket Gizmo,52709.4,4086,0.61153096
Binoculars,Ranger Vision,9113.9,54,0.5336091
Navigation,Glacier Basic,86611.65,2996,0.30817621
Navigation,Astro Pilot,92033,479,0.37646562
Navigation,Sky Pilot,21480,60,0.35871508
Navigation,Auto Pilot,13160,56,0.35093617
Insect Repellents,BugShield Natural,3984,664,0.69
Insect Repellents,BugShield Extreme,10166.52,1482,0.64723032
Sunscreen,Sun Shelter Stick,2300,460,0.608
First Aid,Deluxe Family Relief Kit,5092.5,291,0.19771429
Watches,Mountain Man Analog,25674.4,536,0.3736952
Watches,Mountain Man Deluxe,12782.55,165,0.49657932
Watches,Sam,5392.2,114,0.402537
Watches,TX,4400,22,0.4509
Watches,Zodiak,4270.5,39,0.42557078
Watches,Kodiak,4903.2,36,0.45668135
Eyewear,Polar Sun,68326.25,1163,0.56255319
Eyewear,Polar Ice,19828.4,206,0.48376369
Eyewear,Polar Sports,105029.57,901,0.49489577
Eyewear,Polar Wave,6631.32,73,0.54733598
Eyewear,Polar Extreme,6480.94,46,0.48541415
Eyewear,Bella,13635,202,0.46859259
Eyewear,Capri,12945.4,338,0.35770235
Eyewear,Cat Eye,15999.6,597,0.32985075
Eyewear,Dante,13896,288,0.34984456
Eyewear,Inferno,16832.4,249,0.41198225
Eyewear,Trendi,14020.8,276,0.38405512
Eyewear,Retro,12467.35,199,0.46384677
Knives,Max Gizmo,11745,290,0.57950617
Knives,Pocket Gizmo,17015.1,1319,0.60786008
Binoculars,Seeker 35,79023.7,790,0.28831351
Navigation,Astro Pilot,16254,93,0.37657623
Cooking Gear,TrailChef Canteen,20663.64,1431,0.43767313
Cooking Gear,TrailChef Kitchen Kit,42638.1,1866,0.30284464
Cooking Gear,TrailChef Deluxe Cook Set,116822.04,948,0.35437799
Cooking Gear,TrailChef Double Flame,70792.38,491,0.4798169
Tents,Star Gazer 3,168251.72,238,0.35779557
Tents,Star Peg,8235.92,4202,0.48979592
Sleeping Bags,Hibernator Lite,119654.82,1398,0.29898353
Sleeping Bags,Hibernator,176769.63,1237,0.39818848
Sleeping Bags,Hibernator Self - Inflating Mat,54883.75,575,0.45521215
Sleeping Bags,Hibernator Pillow,12542.5,725,0.5
Packs,Canyon Mule Weekender Backpack,77949.2,287,0.38637703
Packs,Canyon Mule Journey Backpack,208925.76,593,0.39449932
Packs,Canyon Mule Cooler,59143.5,1950,0.50544016
Packs,Canyon Mule Carryall,63964.28,916,0.41028211
Lanterns,Firefly Lite,18113.12,1264,0.52896022
Lanterns,Firefly 2,31196.25,1175,0.37212806
Lanterns,Firefly 4,18896.75,655,0.37608319
Lanterns,Firefly Multi-light,17634.78,678,0.31641676
Lanterns,EverGlow Single,42839.76,1236,0.4593191
Lanterns,EverGlow Double,6388.75,125,0.43748777
Lanterns,EverGlow Kerosene,23932.08,774,0.35316947
Lanterns,EverGlow Lamp,57040.78,2159,0.51589705
Lanterns,Flicker Lantern,11451.87,333,0.5457982
Watches,Mountain Man Deluxe,33544.51,433,0.49657932
Watches,Mountain Man Extreme,16220.28,58,0.58453122
Watches,Venue,20440,280,0.43424658
Watches,Infinity,90997.6,386,0.45910705
Watches,Lux,17054.4,102,0.4958134
Watches,Sam,41624,880,0.402537
Watches,TX,37589.5,199,0.45129464
Watches,Legend,22654.6,83,0.42263293
Watches,Zodiak,5446.4,46,0.41891892
Watches,Kodiak,6673.8,49,0.45668135
Eyewear,Bella,30705,449,0.4619049
Eyewear,Capri,19916,520,0.35770235
Eyewear,Cat Eye,53287.4,1697,0.34249841
Eyewear,Dante,34606.85,757,0.35764711
Eyewear,Fairway,21802.5,1026,0.41647059
Eyewear,Inferno,92823.65,1376,0.4525128
Eyewear,Maximus,58577.55,661,0.50165516
Eyewear,Trendi,17373.6,342,0.38405512
Eyewear,Zone,30063.05,863,0.33292231
Eyewear,Hawk Eye,85171,1988,0.42353712
Eyewear,Retro,68225.85,1089,0.46384677
Knives,Single Edge,100045.74,8241,0.29489292
Knives,Edge Extreme,82439.75,725,0.2964559
Knives,Bear Edge,27313.5,695,0.40127226
Knives,Max Gizmo,31798.2,782,0.54458617
Knives,Pocket Gizmo,19814.4,1536,0.62122648
Binoculars,Seeker Extreme,55185.72,318,0.45764665
Binoculars,Ranger Vision,21294,126,0.53343195
Navigation,Glacier Deluxe,35823.42,391,0.44335298
Navigation,Glacier GPS,104207.4,1108,0.30887826
Navigation,Glacier GPS Extreme,121958.34,357,0.48343188
Navigation,Astro Pilot,57944,263,0.36745012
Navigation,Sky Pilot,23628,66,0.35871508
Navigation,Auto Pilot,17860,76,0.35093617
Insect Repellents,BugShield Spray,2187.64,364,0.69550749
Insect Repellents,BugShield Lotion Lite,1540,220,0.73142857
Insect Repellents,BugShield Lotion,3381,483,0.66714286
Sunscreen,Sun Blocker,1625,325,0.61
Sunscreen,Sun Shelter 15,2519.4,510,0.63765182
Sunscreen,Sun Shelter 30,4944.1,1009,0.62244898
First Aid,Calamine Relief,408,68,0.52833333
Watches,Venue,22703,311,0.43424658
Watches,Infinity,42931.8,182,0.46368426
Watches,Lux,7022.4,42,0.4958134
Watches,TX,16118,85,0.45148157
Watches,Zodiak,7555.5,69,0.42557078
Eyewear,Polar Sun,3358.88,56,0.57152384
Eyewear,Polar Ice,3590.4,34,0.52945076
Eyewear,Polar Sports,3651.49,31,0.50012735
Eyewear,Bella,7222.5,107,0.46859259
Eyewear,Capri,22750.2,594,0.35770235
Eyewear,Cat Eye,8897.6,332,0.32985075
Eyewear,Dante,6270.55,143,0.36396807
Eyewear,Fairway,7926.25,373,0.41647059
Eyewear,Inferno,29350.85,452,0.46617151
Eyewear,Maximus,8074,88,0.48752044
Eyewear,Zone,8498.7,251,0.35257981
Eyewear,Hawk Eye,13893.75,325,0.41614035
Eyewear,Retro,20925.1,334,0.46384677
Knives,Max Gizmo,6023.6,148,0.53660934
Knives,Pocket Gizmo,15222,1180,0.60316121
Binoculars,Ranger Vision,15660.9,93,0.53390993
Navigation,Astro Pilot,6815,47,0.37682759
Navigation,Sky Pilot,358,1,0.35871508
Irons,Hailstorm Titanium Irons,118201.4,134,0.49110078
Irons,Lady Hailstorm Steel Irons,53647.66,106,0.4511865
Irons,Lady Hailstorm Titanium Irons,76011.3,90,0.50270552
Woods,Hailstorm Titanium Woods Set,140073.48,116,0.48738334
Woods,Hailstorm Steel Woods Set,87278.4,132,0.48336358
Woods,Lady Hailstorm Titanium Woods Set,96879.75,75,0.52776509
Woods,Lady Hailstorm Steel Woods Set,102968.32,119,0.51345229
Putters,Course Pro Putter,68251.26,1738,0.38528139
Golf Accessories,Course Pro Golf and Tee Set,12662.64,1227,0.67054264
Golf Accessories,Course Pro Umbrella,14903.57,1199,0.47948512
Golf Accessories,Course Pro Gloves,14171.84,2644,0.52425373
Cooking Gear,TrailChef Canteen,11657.41,799,0.44345442
Cooking Gear,TrailChef Kitchen Kit,24059.78,1042,0.31009095
Tents,Star Gazer 3,98971.6,140,0.35779557
Packs,Canyon Mule Weekender Backpack,48315.41,169,0.41704852
Lanterns,Firefly 4,11363.84,386,0.38858696
Lanterns,EverGlow Single,25494.56,728,0.46487721
Lanterns,EverGlow Kerosene,14386.8,456,0.36608558
Watches,Sam,5534.1,117,0.402537
Watches,TX,4600,23,0.4509
Watches,Legend,8985,33,0.42828047
Watches,Kodiak,4680.5,37,0.4570751
Eyewear,Bella,13027.5,193,0.46859259
Eyewear,Dante,13654.75,283,0.34984456
Eyewear,Inferno,42986.65,652,0.46713317
Eyewear,Maximus,4554.3,51,0.52418813
Eyewear,Trendi,14536.7,289,0.41252485
Eyewear,Zone,17744.45,491,0.32164761
Eyewear,Hawk Eye,12986,302,0.43604651
Eyewear,Retro,13469.75,215,0.46384677
Knives,Max Gizmo,4698,116,0.57950617
Navigation,Glacier Basic,3594.63,169,0.05970851
Navigation,Glacier Deluxe,19515.06,213,0.44335298
Irons,Hailstorm Steel Irons,74889.45,171,0.49537618
Putters,Blue Steel Max Putter,37580.4,219,0.52331002
Golf Accessories,Course Pro Golf Bag,25417.48,122,0.61745224
Cooking Gear,TrailChef Deluxe Cook Set,65188.67,529,0.35437799
Cooking Gear,TrailChef Double Flame,39505.32,274,0.4798169
Packs,Canyon Mule Weekender Backpack,87969.01,315,0.40322279
Lanterns,EverGlow Lamp,34291.58,1271,0.52594514
Navigation,Glacier Basic,3594.63,169,0.05970851
Insect Repellents,BugShield Natural,2286,381,0.69
Insect Repellents,BugShield Spray,1256.09,209,0.69550749
Insect Repellents,BugShield Lotion Lite,882,126,0.73142857
Insect Repellents,BugShield Extreme,5957,851,0.65428571
First Aid,Deluxe Family Relief Kit,3167.5,181,0.19771429
First Aid,Calamine Relief,252,42,0.52833333
Cooking Gear,TrailChef Cup,6205.4,1748,0.75492958
Cooking Gear,TrailChef Single Flame,53217.77,839,0.26880025
Tents,Star Dome,109447.95,177,0.35958599
Tents,Star Gazer 2,188122,340,0.2904934
Sleeping Bags,Hibernator Self - Inflating Mat,48726.73,403,0.56992805
Sleeping Bags,Hibernator Camp Cot,46453.68,468,0.3426355
Knives,Double Edge,15478.19,949,0.29920294
Knives,Bear Survival Edge,7891.2,90,0.46395985
Binoculars,Seeker 50,30193.8,237,0.2733124
Binoculars,Seeker Mini,15443.2,190,0.50787402
Sunscreen,Sun Shelter Stick,1360,272,0.608
Sunscreen,Sun Shelter 15,1486.94,301,0.63765182
Sunscreen,Sun Shelter 30,2980,596,0.63
Sunscreen,Sun Shield,1914,319,0.54
First Aid,Compact Relief Kit,2219.5,193,0.2173913
First Aid,Aloe Relief,256.27,49,0.63288719
Rope,Husky Rope 60,30143.5,167,0.29911357
First Aid,Insect Bite Relief,336,56,0.54
Cooking Gear,TrailChef Water Bag,25133.9,4015,0.51916933
Cooking Gear,TrailChef Cook Set,52960.32,994,0.34365616
Cooking Gear,TrailChef Utensils,5671.26,294,0.48159668
Tents,Star Lite,178271.34,507,0.28900518
Sleeping Bags,Hibernator Lite,71039.7,830,0.29898353
Sleeping Bags,Hibernator,105182.26,736,0.39822552
Sleeping Bags,Hibernator Extreme,93447.48,371,0.40447832
Sleeping Bags,Hibernator Self - Inflating Mat,32739.35,343,0.45521215
Sleeping Bags,Hibernator Pad,17766.56,406,0.50045704
Sleeping Bags,Hibernator Pillow,7589.5,430,0.50991501
Packs,Canyon Mule Climber Backpack,56517.48,774,0.2810189
Packs,Canyon Mule Journey Backpack,119084.16,338,0.39449932
Packs,Canyon Mule Extreme Backpack,78310.71,179,0.45397609
Packs,Canyon Mule Cooler,34071.68,1112,0.51044386
Packs,Canyon Mule Carryall,36451.26,522,0.41028211
Lanterns,Firefly Mapreader,15973.8,1011,0.52531646
Lanterns,Firefly Extreme,11585.96,214,0.44052457
Lanterns,Firefly Multi-light,10589.46,399,0.33006782
Lanterns,EverGlow Double,3806.95,73,0.44870566
Lanterns,EverGlow Butane,9908.36,154,0.36851104
Lanterns,Flicker Lantern,6740.44,196,0.5457982
Rope,Husky Rope 50,40280,265,0.33611842
Rope,Husky Rope 100,86284.46,262,0.30862661
Rope,Husky Rope 200,74833.51,137,0.32198891
Safety,Granite Climbing Helmet,40281.9,573,0.25263158
Safety,Husky Harness,26182,424,0.29117409
Safety,Husky Harness Extreme,62700,600,0.48392344
Safety,Granite Signal Mirror,7484.4,324,0.38787879
Climbing Accessories,Granite Carabiner,22967.2,6044,0.48421053
Climbing Accessories,Granite Belay,37905,570,0.48165414
Climbing Accessories,Granite Pulley,29303.7,795,0.50217037
Climbing Accessories,Firefly Climbing Lamp,19942.37,683,0.34753994
Climbing Accessories,Firefly Charger,40741.84,774,0.57521212
Climbing Accessories,Firefly Rechargeable Battery,23295.6,3038,0.58920569
Climbing Accessories,Granite Chalk Bag,8118,451,0.52611111
Tools,Granite Ice,52060,685,0.48723684
Tools,Granite Hammer,33887.08,446,0.25138194
Tools,Granite Shovel,20694.08,352,0.3856098
Tools,Granite Grip,18384.8,938,0.49540816
Tools,Granite Axe,59736,1572,0.48631579
Tools,Granite Extreme,91884,1209,0.38789474
Watches,Mountain Man Analog,3861.52,79,0.38625205
Watches,Mountain Man Extreme,8949.12,32,0.58453122
Watches,Venue,8322,114,0.43424658
Watches,Infinity,13546.4,59,0.47299652
Watches,Lux,3845.6,23,0.4958134
Watches,Sam,9885.7,209,0.402537
Watches,TX,7892,41,0.45089965
Watches,Legend,9637,37,0.44580264
Watches,Kodiak,10225.9,78,0.45688106
Eyewear,Bella,36315,538,0.46859259
Eyewear,Capri,8923.9,233,0.35770235
Eyewear,Cat Eye,27292.05,838,0.34523167
Eyewear,Dante,16453.25,341,0.34984456
Eyewear,Fairway,13515,636,0.41647059
Eyewear,Inferno,101171.15,1510,0.46663629
Eyewear,Maximus,18438.25,210,0.49743387
Eyewear,Trendi,34393.5,680,0.39658773
Eyewear,Zone,63206.8,1725,0.33184626
Eyewear,Hawk Eye,22565.75,526,0.42816481
Eyewear,Retro,43353.8,692,0.46384677
Knives,Single Edge,58320.56,4804,0.29489292
Knives,Edge Extreme,48099.33,423,0.2964559
Knives,Bear Edge,16082.55,405,0.40745404
Knives,Max Gizmo,9675.3,239,0.53659111
Knives,Pocket Gizmo,10152.3,787,0.59069767
Binoculars,Ranger Vision,10140,60,0.53343195
Navigation,Glacier GPS,56806.2,604,0.30887826
Navigation,Glacier GPS Extreme,61149.98,179,0.48343188
Navigation,Astro Pilot,23270,65,0.37594972
Navigation,Auto Pilot,19270,82,0.35093617
Insect Repellents,BugShield Lotion,1939,277,0.66714286
Sunscreen,Sun Blocker,960,192,0.61
Watches,Mountain Man Analog,14336.18,296,0.38058813
Watches,Mountain Man Deluxe,18515.33,239,0.49657932
Watches,Venue,13724,188,0.43424658
Watches,Infinity,7428,31,0.45840065
Watches,Sam,5439.5,115,0.402537
Watches,TX,10200,51,0.4898
Watches,Legend,3562,13,0.41386861
Watches,Kodiak,4301,34,0.4570751
Eyewear,Polar Sun,37209.59,627,0.56694229
Eyewear,Polar Ice,11838.8,123,0.48374244
Eyewear,Polar Sports,57139.93,489,0.49610859
Eyewear,Polar Wave,3155.46,33,0.56996444
Eyewear,Polar Extreme,3633.25,25,0.50113535
Eyewear,Bella,11745,174,0.46859259
Eyewear,Dante,12834.5,266,0.34984456
Eyewear,Inferno,4117.5,61,0.46859259
Eyewear,Maximus,15889,186,0.51244635
Eyewear,Trendi,4368.8,86,0.38405512
Eyewear,Zone,11122.2,334,0.35015015
Eyewear,Hawk Eye,21823.25,509,0.42610289
Knives,Pocket Gizmo,10371.6,804,0.61472868
Binoculars,Seeker 35,46513.95,465,0.28831351
Binoculars,Seeker Extreme,32451.98,187,0.45764665
Navigation,Sky Pilot,10740,30,0.35871508
Cooking Gear,TrailChef Kettle,26376,2100,0.57484076
Tents,Star Gazer 6,34772.76,44,0.37997444
Tents,Star Peg,4886.64,2468,0.49494949
Lanterns,Firefly Lite,10780.15,745,0.53351762
Lanterns,Firefly 2,18559.44,692,0.37844892
Watches,Mountain Man Digital,5627.64,138,0.50956351
Watches,Mountain Man Deluxe,7049.77,91,0.49657932
Watches,Mountain Man Combination,4034.1,42,0.53149401
Navigation,Glacier Basic,36945.36,1164,0.36988028
Putters,Blue Steel Putter,14248.39,169,0.51132724
Watches,Mountain Man Analog,3714.88,76,0.38625205
Watches,Mountain Man Extreme,9228.78,33,0.58453122
Eyewear,Polar Sun,17677.37,296,0.56966449
Eyewear,Polar Ice,3444.7,37,0.46627282
Eyewear,Polar Sports,33328.95,284,0.49827642
Navigation,Glacier Deluxe,23912.82,261,0.44335298
Watches,Venue,6935,95,0.43424658
Watches,Infinity,15085.6,63,0.45862279
Watches,Lux,6520.8,39,0.4958134
Watches,Sam,4257,90,0.402537
Watches,TX,11639.2,57,0.46733109
Watches,Legend,996,4,0.44578313
Watches,Zodiak,10731,98,0.42557078
Watches,Kodiak,4107,30,0.47918188
Eyewear,Capri,1225.6,32,0.35770235
Eyewear,Cat Eye,4314.8,161,0.32985075
Eyewear,Inferno,1216.8,18,0.41198225
Eyewear,Trendi,3822.8,76,0.41252485
Eyewear,Zone,7786.2,223,0.3544489
Eyewear,Hawk Eye,6455.25,151,0.41614035
Eyewear,Retro,1315.65,21,0.46384677
Knives,Max Gizmo,6064.3,149,0.53660934
Knives,Pocket Gizmo,1302.9,101,0.63255814
Binoculars,Ranger Vision,6030,36,0.53343284
Navigation,Astro Pilot,6380,44,0.37682759
Irons,Hailstorm Titanium Irons,147310.7,167,0.49110078
Irons,Lady Hailstorm Steel Irons,61745.42,122,0.4511865
Irons,Lady Hailstorm Titanium Irons,116550.66,138,0.50270552
Woods,Hailstorm Titanium Woods Set,141281.01,117,0.48738334
Woods,Hailstorm Steel Woods Set,104469.6,158,0.48336358
Woods,Lady Hailstorm Titanium Woods Set,117547.43,91,0.52776509
Woods,Lady Hailstorm Steel Woods Set,57973.76,67,0.51345229
Golf Accessories,Course Pro Golf and Tee Set,11011.44,1067,0.67054264
Tents,Star Lite,235585.4,670,0.28900518
Tents,Star Gazer 6,48207.69,61,0.37997444
Packs,Canyon Mule Weekender Backpack,66040.59,231,0.41704852
Lanterns,Firefly Lite,10215.82,706,0.53351762
Lanterns,Firefly 2,18666.72,696,0.37844892
Watches,Mountain Man Digital,5913.1,145,0.50956351
Watches,Mountain Man Deluxe,7437.12,96,0.49657932
Watches,Mountain Man Combination,4322.25,45,0.53149401
Watches,Venue,17885,245,0.43424658
Watches,Lux,1504.8,9,0.4958134
Watches,Sam,10074.9,213,0.402537
Watches,TX,5988,30,0.46012024
Watches,Legend,19671,79,0.44578313
Watches,Zodiak,5584.5,51,0.42557078
Watches,Kodiak,10678.2,78,0.47918188
Eyewear,Polar Sun,2787.6,46,0.57590759
Eyewear,Polar Ice,3273.6,31,0.52945076
Eyewear,Polar Sports,3451.58,29,0.50529323
Eyewear,Bella,3712.5,55,0.46859259
Eyewear,Capri,27078.1,707,0.35770235
Eyewear,Cat Eye,21167,694,0.34
Eyewear,Dante,35562.45,781,0.35823854
Eyewear,Inferno,64557.6,910,0.42458208
Eyewear,Maximus,20003.25,229,0.49862247
Eyewear,Trendi,52646.7,1044,0.40519007
Eyewear,Zone,24789.9,746,0.34753347
Eyewear,Hawk Eye,26065,608,0.42572952
Eyewear,Retro,28568.4,456,0.46384677
Knives,Max Gizmo,12140.4,302,0.53656716
Knives,Pocket Gizmo,3405.6,264,0.63255814
Binoculars,Ranger Vision,3358,20,0.53430613
Navigation,Glacier Basic,46143.63,1530,0.33685321
Navigation,Astro Pilot,50631,192,0.36351465
Navigation,Auto Pilot,15275,65,0.35093617
Cooking Gear,TrailChef Deluxe Cook Set,73321.85,595,0.35437799
Cooking Gear,TrailChef Double Flame,45705.06,317,0.4798169
Packs,Canyon Mule Weekender Backpack,120360.59,431,0.40320615
Lanterns,EverGlow Lamp,27492.62,1019,0.52594514
Navigation,Glacier Basic,4913.37,231,0.05970851
Insect Repellents,BugShield Spray,1352.25,225,0.69550749
Insect Repellents,BugShield Lotion Lite,938,134,0.73142857
Insect Repellents,BugShield Lotion,1722,246,0.66714286
Sunscreen,Sun Blocker,1005,201,0.61
Sunscreen,Sun Shelter 15,1896.96,384,0.63765182
Sunscreen,Sun Shelter 30,3025,605,0.63
First Aid,Deluxe Family Relief Kit,3027.5,173,0.19771429
First Aid,Calamine Relief,252,42,0.52833333
First Aid,Aloe Relief,261.5,50,0.63288719
Cooking Gear,TrailChef Cup,7862.4,2240,0.75213675
Tents,Star Dome,123670,200,0.35958599
Tents,Star Gazer 2,231279.4,418,0.2904934
Sleeping Bags,Hibernator Self - Inflating Mat,58520.44,484,0.56992805
Knives,Double Edge,16850.16,1044,0.29182156
Binoculars,Seeker 50,31850,250,0.2733124
Binoculars,Seeker Mini,17881.6,220,0.50787402
Insect Repellents,BugShield Natural,2598,433,0.69
Insect Repellents,BugShield Extreme,6307,901,0.65428571
Sunscreen,Sun Shelter Stick,1440,288,0.608
Sunscreen,Sun Shield,1920,320,0.54
First Aid,Compact Relief Kit,1955,170,0.2173913
Rope,Husky Rope 60,30865.5,171,0.29911357
First Aid,Insect Bite Relief,762,127,0.54
Cooking Gear,TrailChef Water Bag,28996.32,4632,0.51916933
Cooking Gear,TrailChef Cook Set,58055.73,1101,0.33681016
Cooking Gear,TrailChef Kettle,32568.08,2593,0.57484076
Cooking Gear,TrailChef Utensils,50297.52,2744,0.45444626
Tents,Star Peg,6818.84,3479,0.48979592
Sleeping Bags,Hibernator Lite,70098.21,819,0.29898353
Sleeping Bags,Hibernator,117589.47,823,0.39809236
Sleeping Bags,Hibernator Extreme,110827.2,440,0.40447832
Sleeping Bags,Hibernator Self - Inflating Mat,36271,380,0.45521215
Sleeping Bags,Hibernator Pad,21267.36,486,0.50045704
Packs,Canyon Mule Climber Backpack,59657.34,817,0.2810189
Packs,Canyon Mule Journey Backpack,150440.64,427,0.39449932
Packs,Canyon Mule Extreme Backpack,87060.51,199,0.45397609
Packs,Canyon Mule Carryall,44691.2,640,0.41028211
Lanterns,Firefly Mapreader,13869.24,869,0.53007519
Lanterns,Firefly 4,10333.44,351,0.38858696
Lanterns,Firefly Extreme,10178.32,188,0.44052457
Lanterns,Firefly Multi-light,9766.72,368,0.33006782
Lanterns,EverGlow Butane,8621.56,134,0.36851104
Lanterns,Flicker Lantern,8116.04,236,0.5457982
Rope,Husky Rope 50,48336,318,0.33611842
Rope,Husky Rope 100,91553.74,278,0.30862661
Rope,Husky Rope 200,73741.05,135,0.32198891
Safety,Granite Climbing Helmet,51319,730,0.25263158
Safety,Husky Harness,31245.5,506,0.29117409
Safety,Husky Harness Extreme,78793,754,0.48392344
Safety,Granite Signal Mirror,8085,350,0.38787879
Climbing Accessories,Granite Carabiner,27192.8,7156,0.48421053
Climbing Accessories,Granite Belay,37506,564,0.48165414
Climbing Accessories,Granite Pulley,31957.62,867,0.50217037
Climbing Accessories,Firefly Climbing Lamp,17215.55,605,0.3374304
Climbing Accessories,Firefly Charger,38742,736,0.57521656
Climbing Accessories,Firefly Rechargeable Battery,20156.16,2604,0.59304749
Climbing Accessories,Granite Chalk Bag,7488,416,0.52611111
Tools,Granite Ice,52288,688,0.48723684
Tools,Granite Hammer,38369.9,505,0.25138194
Tools,Granite Shovel,18871.59,321,0.3856098
Tools,Granite Grip,19904.4,1026,0.49020619
Tools,Granite Axe,59736,1572,0.48631579
Tools,Granite Extreme,101916,1341,0.38789474
Watches,Mountain Man Analog,4154.8,85,0.38625205
Watches,Mountain Man Deluxe,13169.9,170,0.49657932
Watches,Venue,20221,277,0.43424658
Watches,Infinity,36723.6,157,0.46390877
Watches,Lux,5406.4,31,0.48107058
Watches,Sam,35096.6,742,0.402537
Watches,TX,9611.6,47,0.46403929
Watches,Legend,9509.8,37,0.44579697
Watches,Zodiak,15001.5,137,0.42557078
Eyewear,Bella,13432.5,199,0.46859259
Eyewear,Capri,26158.9,683,0.35770235
Eyewear,Cat Eye,55093.65,1815,0.33994226
Eyewear,Fairway,28113.75,1323,0.41647059
Eyewear,Inferno,85604.4,1202,0.4305482
Eyewear,Maximus,58808.25,681,0.50128936
Eyewear,Trendi,29073.4,578,0.41252485
Eyewear,Zone,75426.05,2155,0.33408391
Eyewear,Hawk Eye,19280.25,451,0.41614035
Eyewear,Retro,38843,620,0.46384677
Knives,Single Edge,74187.54,6111,0.29489292
Knives,Edge Extreme,54125.96,476,0.2964559
Knives,Bear Edge,20239.5,515,0.40127226
Knives,Pocket Gizmo,2244.6,174,0.63255814
Binoculars,Ranger Vision,15368,91,0.53352746
Navigation,Glacier GPS Extreme,69690.48,204,0.48343188
Navigation,Astro Pilot,23270,65,0.36044478
Navigation,Auto Pilot,14570,62,0.35093617
Watches,Mountain Man Analog,10106.9,211,0.3736952
Watches,Mountain Man Deluxe,6662.42,86,0.49657932
Watches,Venue,8979,123,0.43424658
Watches,Infinity,19189,76,0.42338632
Watches,Lux,10199.2,61,0.4958134
Watches,Sam,22514.8,476,0.402537
Watches,TX,20003,98,0.47722842
Watches,Legend,5483.4,21,0.4458037
Watches,Zodiak,9088.5,83,0.42557078
Eyewear,Polar Sun,15562.19,260,0.57062599
Eyewear,Polar Ice,6811.4,69,0.49663652
Eyewear,Polar Sports,18097.36,153,0.50221248
Eyewear,Polar Wave,3059.84,32,0.56996444
Eyewear,Polar Extreme,5635.6,40,0.48541415
Eyewear,Capri,9958,260,0.35770235
Eyewear,Cat Eye,18924.4,636,0.33816026
Eyewear,Dante,12786.25,265,0.34984456
Eyewear,Fairway,12962.5,610,0.41647059
Eyewear,Inferno,25880.5,372,0.45355229
Eyewear,Maximus,12838.75,141,0.49772213
Eyewear,Trendi,12090.4,238,0.38405512
Eyewear,Zone,10382.1,309,0.34712534
Eyewear,Hawk Eye,8635.5,202,0.41614035
Eyewear,Retro,26438.3,422,0.46384677
Knives,Max Gizmo,12572.5,310,0.53659734
Knives,Pocket Gizmo,8797.8,682,0.63255814
Binoculars,Seeker 35,50415.12,504,0.28831351
Binoculars,Ranger Vision,17608.3,105,0.53386585
Navigation,Astro Pilot,12325,85,0.37682759
Cooking Gear,TrailChef Canteen,16245,1125,0.43767313
Cooking Gear,TrailChef Kitchen Kit,25930.07,1123,0.31009095
Cooking Gear,TrailChef Single Flame,61209.95,965,0.26880025
Tents,Star Gazer 3,128663.08,182,0.35779557
Sleeping Bags,Hibernator Pillow,9238.2,534,0.5
Sleeping Bags,Hibernator Camp Cot,64519,650,0.3426355
Packs,Canyon Mule Cooler,40475.44,1321,0.51044386
Lanterns,EverGlow Single,22517.86,643,0.46487721
Lanterns,EverGlow Double,2972.55,57,0.44870566
Lanterns,EverGlow Kerosene,12872.4,408,0.36608558
Watches,Venue,10877,149,0.43424658
Watches,Lux,7858.4,47,0.4958134
Watches,Sam,15609,330,0.402537
Watches,TX,9628,46,0.46770046
Watches,Legend,7221,29,0.44578313
Watches,Zodiak,8322,76,0.42557078
Eyewear,Capri,6319.5,165,0.35770235
Eyewear,Cat Eye,10452,390,0.32985075
Eyewear,Dante,5130.45,117,0.36396807
Eyewear,Inferno,2704,40,0.41198225
Eyewear,Maximus,10000.75,109,0.48752044
Eyewear,Trendi,5382.1,107,0.41252485
Eyewear,Zone,19302.6,554,0.35405489
Eyewear,Retro,10149.3,162,0.46384677
Knives,Bear Survival Edge,9907.84,113,0.46395985
Knives,Max Gizmo,15195.6,378,0.53656716
Binoculars,Seeker Extreme,27939.94,161,0.45764665
Binoculars,Ranger Vision,9802,58,0.53343195
Navigation,Glacier GPS,55677.6,592,0.30887826
Navigation,Astro Pilot,9308,26,0.35075419
Irons,Hailstorm Steel Irons,82334.6,188,0.49537618
Putters,Course Pro Putter,80817.66,2058,0.38528139
Putters,Blue Steel Putter,20487.33,243,0.51132724
Putters,Blue Steel Max Putter,37237.2,217,0.52331002
Golf Accessories,Course Pro Umbrella,14058.33,1131,0.47948512
Golf Accessories,Course Pro Golf Bag,23750.76,114,0.61745224
Golf Accessories,Course Pro Gloves,15088.4,2815,0.52425373
Cooking Gear,TrailChef Water Bag,20075.82,3207,0.51916933
Cooking Gear,TrailChef Cook Set,41238.72,774,0.34365616
Cooking Gear,TrailChef Utensils,19739.05,1055,0.46552646
Tents,Star Lite,172293.8,490,0.28900518
